t,phi,R,N,Zmean,vZ_mean
1.047,35,11.50, 6187.0,-0.016,1.7914e+00
1.047,35,12.50, 2981.0,0.059,8.6684e-01
1.047,35,13.50, 1712.0,0.335,4.4375e+00
1.047,35,14.50, 1516.0,0.209,5.3923e+00
1.047,35,15.50, 1311.0,-0.016,-8.9896e-01
1.057,0,5.50, 12757.0,0.005,2.1814e+00
1.057,0,6.50, 13474.0,0.024,4.8983e-01
1.057,0,7.50, 7178.0,0.032,1.8063e+00
1.057,0,8.50, 5872.0,-0.018,3.4840e+00
1.057,0,9.50, 5010.0,-0.044,1.9669e+00
1.057,0,10.50, 4565.0,-0.025,1.5954e+00
1.057,0,11.50, 5876.0,-0.009,1.6506e+00
1.057,0,12.50, 2829.0,0.060,4.9223e-01
1.057,0,13.50, 1688.0,0.355,2.3190e+00
1.057,0,14.50, 1626.0,0.277,4.3071e+00
1.057,0,15.50, 1560.0,-0.059,-3.5810e-01
1.057,1,5.50, 12732.0,0.018,1.8785e+00
1.057,1,6.50, 12730.0,0.037,1.6471e-01
1.057,1,7.50, 5851.0,0.049,2.2301e+00
1.057,1,8.50, 6763.0,0.014,3.3578e+00
1.057,1,9.50, 5472.0,-0.019,2.7779e+00
1.057,1,10.50, 4619.0,0.020,1.7520e+00
1.057,1,11.50, 6198.0,0.038,1.5387e+00
1.057,1,12.50, 2711.0,0.109,1.2869e-01
1.057,1,13.50, 1708.0,0.330,-4.2074e-02
1.057,1,14.50, 1582.0,0.303,1.8985e+00
1.057,1,15.50, 1846.0,-0.123,3.7202e-01
1.057,2,5.50, 12285.0,0.035,1.4396e+00
1.057,2,6.50, 11855.0,0.037,-1.5595e-01
1.057,2,7.50, 7177.0,0.035,1.3082e+00
1.057,2,8.50, 9490.0,0.022,3.3480e+00
1.057,2,9.50, 4644.0,0.000,2.5194e+00
1.057,2,10.50, 4597.0,0.057,1.5150e+00
1.057,2,11.50, 5415.0,0.074,1.5479e+00
1.057,2,12.50, 2712.0,0.131,-4.1353e-01
1.057,2,13.50, 1981.0,0.270,-1.0723e+00
1.057,2,14.50, 1750.0,0.249,6.3471e-01
1.057,2,15.50, 2284.0,-0.163,1.1847e+00
1.057,3,5.50, 12036.0,0.041,8.9835e-01
1.057,3,6.50, 11786.0,0.037,9.0645e-02
1.057,3,7.50, 8845.0,0.039,1.2494e+00
1.057,3,8.50, 10055.0,0.040,2.8865e+00
1.057,3,9.50, 4520.0,0.025,1.9959e+00
1.057,3,10.50, 6337.0,0.085,1.0395e+00
1.057,3,11.50, 5250.0,0.098,1.1812e+00
1.057,3,12.50, 2787.0,0.118,-6.6463e-01
1.057,3,13.50, 1740.0,0.193,-2.8161e+00
1.057,3,14.50, 2063.0,0.167,2.9206e-01
1.057,3,15.50, 2235.0,-0.151,1.9927e+00
1.057,4,5.50, 12111.0,0.050,5.2378e-01
1.057,4,6.50, 12523.0,0.032,4.6213e-01
1.057,4,7.50, 8654.0,0.053,2.0244e+00
1.057,4,8.50, 7660.0,0.069,1.9281e+00
1.057,4,9.50, 5011.0,0.067,7.0923e-01
1.057,4,10.50, 6936.0,0.099,5.4077e-01
1.057,4,11.50, 4145.0,0.103,4.7204e-01
1.057,4,12.50, 2431.0,0.115,-1.0849e+00
1.057,4,13.50, 2099.0,0.161,-2.6525e+00
1.057,4,14.50, 2656.0,0.121,8.9394e-01
1.057,4,15.50, 1657.0,-0.179,2.9679e+00
1.057,5,5.50, 12542.0,0.052,4.1446e-01
1.057,5,6.50, 11672.0,0.039,4.4501e-01
1.057,5,7.50, 8926.0,0.071,1.2582e+00
1.057,5,8.50, 7077.0,0.084,1.0602e+00
1.057,5,9.50, 4762.0,0.088,1.5177e-01
1.057,5,10.50, 6555.0,0.116,1.8495e-01
1.057,5,11.50, 3970.0,0.101,7.0358e-02
1.057,5,12.50, 2700.0,0.123,-1.8569e+00
1.057,5,13.50, 2532.0,0.145,-6.2565e-01
1.057,5,14.50, 2954.0,0.111,1.8471e+00
1.057,5,15.50, 1123.0,-0.236,2.5705e+00
1.057,6,5.50, 13130.0,0.045,2.2021e-01
1.057,6,6.50, 11079.0,0.047,2.4808e-01
1.057,6,7.50, 9721.0,0.085,6.6347e-01
1.057,6,8.50, 7404.0,0.088,5.7629e-01
1.057,6,9.50, 5036.0,0.095,-5.3182e-01
1.057,6,10.50, 6358.0,0.122,-7.1154e-01
1.057,6,11.50, 2745.0,0.115,-7.6970e-01
1.057,6,12.50, 3221.0,0.090,-1.5412e+00
1.057,6,13.50, 2943.0,0.136,-1.1062e+00
1.057,6,14.50, 2326.0,0.157,3.1232e+00
1.057,6,15.50, 1005.0,-0.241,5.0783e+00
1.057,7,5.50, 13670.0,0.046,4.2297e-01
1.057,7,6.50, 10636.0,0.048,3.6232e-01
1.057,7,7.50, 11502.0,0.078,-1.0539e-01
1.057,7,8.50, 7015.0,0.080,-8.3079e-02
1.057,7,9.50, 6237.0,0.098,-8.6823e-01
1.057,7,10.50, 6210.0,0.116,-9.1576e-01
1.057,7,11.50, 2405.0,0.118,-1.5947e+00
1.057,7,12.50, 3496.0,0.053,-1.5499e+00
1.057,7,13.50, 3540.0,0.146,-1.0125e+00
1.057,7,14.50, 1686.0,0.224,4.0250e+00
1.057,7,15.50, 1025.0,-0.211,5.5052e+00
1.057,8,5.50, 13568.0,0.050,3.0946e-01
1.057,8,6.50, 10908.0,0.048,5.5898e-01
1.057,8,7.50, 12564.0,0.069,8.2921e-02
1.057,8,8.50, 6105.0,0.077,-3.6008e-01
1.057,8,9.50, 7587.0,0.089,-1.3856e+00
1.057,8,10.50, 5040.0,0.093,-1.3603e+00
1.057,8,11.50, 2415.0,0.071,-1.8903e+00
1.057,8,12.50, 3738.0,0.062,-1.0028e+00
1.057,8,13.50, 3669.0,0.147,-1.4040e+00
1.057,8,14.50, 1291.0,0.325,4.9563e+00
1.057,8,15.50, 1129.0,-0.137,6.1271e+00
1.057,9,5.50, 11757.0,0.042,-8.9810e-03
1.057,9,6.50, 11502.0,0.046,1.0016e-01
1.057,9,7.50, 10816.0,0.066,-4.0416e-01
1.057,9,8.50, 4833.0,0.056,-9.4487e-01
1.057,9,9.50, 7480.0,0.079,-1.9193e+00
1.057,9,10.50, 4646.0,0.101,-2.0440e+00
1.057,9,11.50, 2783.0,0.052,-2.4807e+00
1.057,9,12.50, 4279.0,0.057,-1.0231e+00
1.057,9,13.50, 3235.0,0.137,-1.7726e+00
1.057,9,14.50, 1167.0,0.364,4.9264e+00
1.057,9,15.50, 1224.0,-0.101,6.4942e+00
1.057,10,5.50, 11706.0,0.036,-1.7916e-01
1.057,10,6.50, 10630.0,0.046,1.9141e-01
1.057,10,7.50, 9428.0,0.054,-8.0841e-01
1.057,10,8.50, 6204.0,0.047,-1.6417e+00
1.057,10,9.50, 9291.0,0.068,-2.2958e+00
1.057,10,10.50, 3946.0,0.082,-2.8055e+00
1.057,10,11.50, 3070.0,0.033,-2.8229e+00
1.057,10,12.50, 4384.0,0.047,-4.7583e-01
1.057,10,13.50, 2705.0,0.080,-1.9591e+00
1.057,10,14.50, 1120.0,0.387,3.1345e+00
1.057,10,15.50, 1278.0,-0.023,6.3749e+00
1.057,11,5.50, 11826.0,0.030,-3.5862e-01
1.057,11,6.50, 11060.0,0.031,-6.8339e-01
1.057,11,7.50, 10428.0,0.054,-8.7868e-01
1.057,11,8.50, 7149.0,0.032,-2.1890e+00
1.057,11,9.50, 8573.0,0.053,-2.7562e+00
1.057,11,10.50, 3249.0,0.057,-2.5461e+00
1.057,11,11.50, 3384.0,0.018,-2.4101e+00
1.057,11,12.50, 5016.0,0.054,-6.1360e-01
1.057,11,13.50, 1913.0,0.040,-1.7774e+00
1.057,11,14.50, 1101.0,0.396,1.1933e+00
1.057,11,15.50, 1175.0,0.135,6.2181e+00
1.057,12,5.50, 12703.0,0.016,-3.2099e-01
1.057,12,6.50, 11980.0,0.011,-1.1527e+00
1.057,12,7.50, 9866.0,0.027,-1.6873e+00
1.057,12,8.50, 7119.0,0.020,-2.9107e+00
1.057,12,9.50, 7511.0,0.037,-3.3078e+00
1.057,12,10.50, 3271.0,0.018,-2.9473e+00
1.057,12,11.50, 4315.0,0.007,-1.6629e+00
1.057,12,12.50, 4821.0,0.065,-8.4665e-01
1.057,12,13.50, 1597.0,0.071,9.9783e-01
1.057,12,14.50, 1194.0,0.411,-9.6442e-01
1.057,12,15.50, 1433.0,0.188,5.1586e+00
1.057,13,5.50, 14443.0,0.004,-1.0345e+00
1.057,13,6.50, 9384.0,-0.001,-1.4897e+00
1.057,13,7.50, 8369.0,0.002,-2.1477e+00
1.057,13,8.50, 6381.0,0.004,-2.6792e+00
1.057,13,9.50, 8369.0,-0.007,-3.1255e+00
1.057,13,10.50, 2770.0,-0.017,-2.8875e+00
1.057,13,11.50, 5035.0,0.036,-1.1500e+00
1.057,13,12.50, 3483.0,0.086,-6.9868e-01
1.057,13,13.50, 1741.0,0.096,1.7630e+00
1.057,13,14.50, 1301.0,0.334,-2.7323e+00
1.057,13,15.50, 1369.0,0.154,4.9864e+00
1.057,14,5.50, 14901.0,-0.008,-1.2659e+00
1.057,14,6.50, 9204.0,-0.010,-1.1747e+00
1.057,14,7.50, 9075.0,-0.004,-1.5747e+00
1.057,14,8.50, 6023.0,-0.027,-2.9482e+00
1.057,14,9.50, 8284.0,-0.029,-2.9867e+00
1.057,14,10.50, 2656.0,-0.016,-2.3549e+00
1.057,14,11.50, 5699.0,0.034,-1.0640e+00
1.057,14,12.50, 2653.0,0.079,-8.7130e-01
1.057,14,13.50, 1630.0,0.144,2.3420e+00
1.057,14,14.50, 1358.0,0.260,-2.7022e+00
1.057,14,15.50, 1539.0,0.159,4.2543e+00
1.057,15,5.50, 13404.0,-0.012,-8.6016e-01
1.057,15,6.50, 10596.0,-0.018,-1.3661e+00
1.057,15,7.50, 9808.0,-0.030,-2.3275e+00
1.057,15,8.50, 6277.0,-0.038,-2.9217e+00
1.057,15,9.50, 8059.0,-0.034,-3.4893e+00
1.057,15,10.50, 3339.0,-0.012,-2.4275e+00
1.057,15,11.50, 6544.0,0.043,-5.4822e-01
1.057,15,12.50, 1812.0,0.081,-8.2064e-01
1.057,15,13.50, 1760.0,0.163,1.9632e+00
1.057,15,14.50, 1477.0,0.238,-2.9844e+00
1.057,15,15.50, 1769.0,0.151,3.0592e+00
1.057,16,5.50, 11959.0,-0.026,-5.3733e-01
1.057,16,6.50, 13044.0,-0.029,-1.2661e+00
1.057,16,7.50, 10098.0,-0.042,-1.7480e+00
1.057,16,8.50, 6918.0,-0.056,-2.7301e+00
1.057,16,9.50, 7019.0,-0.054,-3.2732e+00
1.057,16,10.50, 3731.0,-0.024,-1.2147e+00
1.057,16,11.50, 7624.0,0.041,-8.1049e-01
1.057,16,12.50, 1287.0,0.036,-1.8068e+00
1.057,16,13.50, 1877.0,0.128,4.9649e-01
1.057,16,14.50, 1768.0,0.153,-3.4126e+00
1.057,16,15.50, 1798.0,0.054,1.4584e+00
1.057,17,5.50, 13258.0,-0.032,-4.4473e-01
1.057,17,6.50, 13229.0,-0.044,-1.3206e+00
1.057,17,7.50, 8706.0,-0.072,-1.3888e+00
1.057,17,8.50, 6856.0,-0.072,-2.6802e+00
1.057,17,9.50, 6687.0,-0.063,-2.9103e+00
1.057,17,10.50, 3991.0,-0.009,-6.8742e-01
1.057,17,11.50, 6783.0,0.056,-8.7415e-01
1.057,17,12.50, 1045.0,0.044,-1.2678e+00
1.057,17,13.50, 2076.0,0.053,-1.0436e+00
1.057,17,14.50, 1940.0,0.083,-3.3012e+00
1.057,17,15.50, 1870.0,-0.009,2.5415e-01
1.057,18,5.50, 14394.0,-0.032,-8.2744e-02
1.057,18,6.50, 11814.0,-0.044,-9.9259e-01
1.057,18,7.50, 8302.0,-0.062,-1.2060e+00
1.057,18,8.50, 7436.0,-0.079,-1.0884e+00
1.057,18,9.50, 6369.0,-0.074,-2.1707e+00
1.057,18,10.50, 3957.0,0.007,-7.6745e-01
1.057,18,11.50, 5756.0,0.041,-1.4810e+00
1.057,18,12.50, 1026.0,0.062,-1.2594e-01
1.057,18,13.50, 2130.0,0.006,-1.0960e+00
1.057,18,14.50, 2173.0,0.041,-2.6873e+00
1.057,18,15.50, 2206.0,-0.025,3.3250e-01
1.057,19,5.50, 12766.0,-0.037,-3.0721e-01
1.057,19,6.50, 11295.0,-0.049,-6.7394e-01
1.057,19,7.50, 8082.0,-0.063,-5.4643e-01
1.057,19,8.50, 9346.0,-0.083,-1.0363e+00
1.057,19,9.50, 6017.0,-0.087,-1.4961e+00
1.057,19,10.50, 4221.0,0.008,-7.9949e-01
1.057,19,11.50, 4985.0,0.042,-1.1204e+00
1.057,19,12.50, 1124.0,0.068,-3.1550e-01
1.057,19,13.50, 2423.0,-0.010,-1.0633e+00
1.057,19,14.50, 2560.0,0.043,-2.9226e+00
1.057,19,15.50, 2432.0,-0.058,-1.4238e+00
1.057,20,5.50, 12832.0,-0.033,1.3046e-01
1.057,20,6.50, 11422.0,-0.041,-3.1171e-01
1.057,20,7.50, 7959.0,-0.039,-2.5128e-01
1.057,20,8.50, 9103.0,-0.081,-1.7531e-01
1.057,20,9.50, 5514.0,-0.073,-1.0453e+00
1.057,20,10.50, 5914.0,0.010,-1.3782e+00
1.057,20,11.50, 4004.0,0.038,-1.3203e+00
1.057,20,12.50, 1329.0,0.072,-4.4891e-01
1.057,20,13.50, 2876.0,-0.032,-1.4517e+00
1.057,20,14.50, 3001.0,0.019,-2.1186e+00
1.057,20,15.50, 2300.0,-0.110,-2.3291e+00
1.057,21,5.50, 12613.0,-0.033,6.3654e-01
1.057,21,6.50, 11830.0,-0.035,-6.4321e-01
1.057,21,7.50, 7798.0,-0.039,1.9469e-01
1.057,21,8.50, 9574.0,-0.070,2.9027e-01
1.057,21,9.50, 5719.0,-0.075,-7.4504e-01
1.057,21,10.50, 7235.0,-0.004,-1.3270e+00
1.057,21,11.50, 2853.0,0.036,-1.2822e+00
1.057,21,12.50, 1413.0,0.037,-8.2265e-01
1.057,21,13.50, 3353.0,-0.062,-1.2644e+00
1.057,21,14.50, 3197.0,-0.033,-1.5836e+00
1.057,21,15.50, 2050.0,-0.127,-1.3114e+00
1.057,22,5.50, 11785.0,-0.028,7.9588e-01
1.057,22,6.50, 11316.0,-0.031,-3.9136e-01
1.057,22,7.50, 7915.0,-0.033,5.5948e-01
1.057,22,8.50, 9106.0,-0.055,1.0293e+00
1.057,22,9.50, 5745.0,-0.063,-7.0634e-01
1.057,22,10.50, 6924.0,-0.006,-1.9165e+00
1.057,22,11.50, 2260.0,0.036,-2.1351e+00
1.057,22,12.50, 1678.0,0.024,-9.0417e-01
1.057,22,13.50, 4069.0,-0.033,-1.5062e+00
1.057,22,14.50, 3084.0,-0.063,-3.4823e-01
1.057,22,15.50, 2119.0,-0.156,-7.1282e-01
1.057,23,5.50, 11581.0,-0.021,5.1375e-01
1.057,23,6.50, 10308.0,-0.027,1.3235e-01
1.057,23,7.50, 9580.0,-0.021,6.8600e-01
1.057,23,8.50, 7931.0,-0.043,1.5369e+00
1.057,23,9.50, 5725.0,-0.056,-5.0106e-01
1.057,23,10.50, 6264.0,-0.007,-1.8084e+00
1.057,23,11.50, 2115.0,0.004,-2.2653e+00
1.057,23,12.50, 2423.0,0.008,-1.2415e+00
1.057,23,13.50, 4580.0,-0.032,-1.2029e+00
1.057,23,14.50, 2730.0,-0.060,3.1493e-01
1.057,23,15.50, 2253.0,-0.165,5.8361e-02
1.057,24,5.50, 11919.0,-0.017,7.6190e-01
1.057,24,6.50, 11023.0,-0.013,-5.4416e-01
1.057,24,7.50, 10577.0,-0.022,1.3053e+00
1.057,24,8.50, 8084.0,-0.060,1.9603e+00
1.057,24,9.50, 5859.0,-0.071,-7.7030e-01
1.057,24,10.50, 6106.0,-0.028,-2.8627e+00
1.057,24,11.50, 1666.0,-0.000,-2.5174e+00
1.057,24,12.50, 2585.0,-0.006,-2.1609e+00
1.057,24,13.50, 4756.0,-0.049,-9.2652e-01
1.057,24,14.50, 2399.0,-0.130,-2.7595e-01
1.057,24,15.50, 1919.0,-0.177,2.0640e+00
1.057,25,5.50, 12544.0,-0.009,2.7121e-01
1.057,25,6.50, 11755.0,-0.018,-4.7566e-01
1.057,25,7.50, 11172.0,-0.028,1.8681e+00
1.057,25,8.50, 7510.0,-0.071,2.2384e+00
1.057,25,9.50, 7049.0,-0.060,-1.5217e+00
1.057,25,10.50, 6050.0,-0.061,-3.3105e+00
1.057,25,11.50, 1488.0,-0.016,-2.7105e+00
1.057,25,12.50, 2736.0,-0.025,-1.9382e+00
1.057,25,13.50, 5676.0,-0.053,-3.9394e-01
1.057,25,14.50, 2115.0,-0.186,1.9458e-01
1.057,25,15.50, 1417.0,-0.111,4.7836e+00
1.057,26,5.50, 13277.0,-0.005,1.7195e-01
1.057,26,6.50, 12398.0,-0.011,1.0597e+00
1.057,26,7.50, 8865.0,-0.030,2.5876e+00
1.057,26,8.50, 6372.0,-0.064,2.8696e+00
1.057,26,9.50, 6584.0,-0.076,-1.5472e+00
1.057,26,10.50, 5634.0,-0.077,-2.7456e+00
1.057,26,11.50, 1572.0,-0.055,-2.0629e+00
1.057,26,12.50, 4080.0,-0.047,-9.4716e-01
1.057,26,13.50, 4899.0,-0.032,-3.0679e-02
1.057,26,14.50, 1844.0,-0.229,1.7793e+00
1.057,26,15.50, 1163.0,0.005,6.8609e+00
1.057,27,5.50, 14062.0,-0.006,7.6689e-01
1.057,27,6.50, 11042.0,-0.002,1.2275e+00
1.057,27,7.50, 6664.0,-0.031,2.4929e+00
1.057,27,8.50, 6935.0,-0.049,2.7996e+00
1.057,27,9.50, 6285.0,-0.096,-1.1070e+00
1.057,27,10.50, 5325.0,-0.098,-2.0676e+00
1.057,27,11.50, 1869.0,-0.068,-1.2680e+00
1.057,27,12.50, 5459.0,-0.038,-7.7042e-01
1.057,27,13.50, 3797.0,-0.030,4.2108e-01
1.057,27,14.50, 1834.0,-0.224,3.1411e+00
1.057,27,15.50, 829.0,0.084,5.4257e+00
1.057,28,5.50, 14717.0,-0.006,8.6265e-01
1.057,28,6.50, 8624.0,-0.001,1.3445e+00
1.057,28,7.50, 6679.0,-0.026,2.2733e+00
1.057,28,8.50, 7722.0,-0.041,2.1607e+00
1.057,28,9.50, 7775.0,-0.106,-1.2180e+00
1.057,28,10.50, 4552.0,-0.101,-1.1600e+00
1.057,28,11.50, 2072.0,-0.084,-7.7771e-01
1.057,28,12.50, 6253.0,-0.038,-6.4419e-01
1.057,28,13.50, 2687.0,-0.046,7.1074e-01
1.057,28,14.50, 1858.0,-0.210,3.9482e+00
1.057,28,15.50, 665.0,0.214,6.3098e+00
1.057,29,5.50, 13609.0,-0.011,7.3065e-01
1.057,29,6.50, 8530.0,-0.019,1.2768e+00
1.057,29,7.50, 9231.0,-0.029,1.6846e+00
1.057,29,8.50, 7409.0,-0.051,1.7341e+00
1.057,29,9.50, 8880.0,-0.114,-8.1911e-01
1.057,29,10.50, 3053.0,-0.102,-9.6189e-01
1.057,29,11.50, 2470.0,-0.056,-8.8315e-01
1.057,29,12.50, 6443.0,-0.039,-2.8972e-01
1.057,29,13.50, 2237.0,-0.064,3.0147e+00
1.057,29,14.50, 1668.0,-0.206,4.7741e+00
1.057,29,15.50, 547.0,0.352,6.1872e+00
1.057,30,5.50, 12147.0,-0.020,6.9129e-01
1.057,30,6.50, 10279.0,-0.030,9.6517e-01
1.057,30,7.50, 12942.0,-0.021,1.8654e+00
1.057,30,8.50, 8518.0,-0.056,1.6851e+00
1.057,30,9.50, 8393.0,-0.096,2.2883e-01
1.057,30,10.50, 2258.0,-0.064,3.2489e-02
1.057,30,11.50, 3539.0,-0.054,-3.7632e-01
1.057,30,12.50, 6599.0,-0.057,1.4108e-01
1.057,30,13.50, 1804.0,-0.012,5.1170e+00
1.057,30,14.50, 1507.0,-0.130,5.7846e+00
1.057,30,15.50, 608.0,0.363,3.9903e+00
1.057,31,5.50, 11022.0,-0.018,1.4111e+00
1.057,31,6.50, 11711.0,-0.015,1.5024e+00
1.057,31,7.50, 12332.0,0.009,2.4567e+00
1.057,31,8.50, 6504.0,-0.054,1.8085e+00
1.057,31,9.50, 6604.0,-0.099,8.4568e-01
1.057,31,10.50, 2230.0,-0.042,3.4580e-02
1.057,31,11.50, 5039.0,-0.067,-3.8717e-01
1.057,31,12.50, 5652.0,-0.062,3.9089e-01
1.057,31,13.50, 1617.0,0.039,5.0395e+00
1.057,31,14.50, 1578.0,-0.062,5.3112e+00
1.057,31,15.50, 638.0,0.253,1.9800e+00
1.057,32,5.50, 12071.0,-0.022,1.6153e+00
1.057,32,6.50, 12998.0,-0.012,1.7612e+00
1.057,32,7.50, 9194.0,0.012,2.1616e+00
1.057,32,8.50, 6287.0,-0.051,1.6745e+00
1.057,32,9.50, 6918.0,-0.079,1.2960e+00
1.057,32,10.50, 2475.0,-0.040,3.4047e-01
1.057,32,11.50, 5590.0,-0.073,-3.1212e-01
1.057,32,12.50, 4146.0,-0.063,8.0802e-01
1.057,32,13.50, 1748.0,0.078,5.0299e+00
1.057,32,14.50, 1563.0,-0.013,5.2391e+00
1.057,32,15.50, 742.0,0.241,2.9902e-01
1.057,33,5.50, 15185.0,-0.022,1.7270e+00
1.057,33,6.50, 11697.0,-0.009,1.4984e+00
1.057,33,7.50, 8256.0,0.016,1.4104e+00
1.057,33,8.50, 7524.0,-0.052,1.9394e+00
1.057,33,9.50, 6665.0,-0.081,1.1993e+00
1.057,33,10.50, 2594.0,-0.061,5.1821e-01
1.057,33,11.50, 5816.0,-0.060,1.5849e-01
1.057,33,12.50, 3890.0,-0.043,6.1013e-01
1.057,33,13.50, 1767.0,0.145,4.4341e+00
1.057,33,14.50, 1373.0,0.018,6.0861e+00
1.057,33,15.50, 739.0,0.095,-1.2542e-01
1.057,34,5.50, 15207.0,-0.023,1.8259e+00
1.057,34,6.50, 11184.0,-0.004,1.1551e+00
1.057,34,7.50, 10097.0,0.022,1.3060e+00
1.057,34,8.50, 9249.0,-0.041,2.3531e+00
1.057,34,9.50, 5677.0,-0.070,1.0605e+00
1.057,34,10.50, 3278.0,-0.064,3.0526e-01
1.057,34,11.50, 6414.0,-0.059,7.2397e-01
1.057,34,12.50, 3625.0,-0.003,7.4716e-01
1.057,34,13.50, 1454.0,0.196,3.6290e+00
1.057,34,14.50, 1492.0,0.089,5.6387e+00
1.057,34,15.50, 906.0,0.067,-1.1985e+00
1.057,35,5.50, 14214.0,-0.014,2.3494e+00
1.057,35,6.50, 12049.0,0.009,9.4792e-01
1.057,35,7.50, 9159.0,0.019,1.2025e+00
1.057,35,8.50, 7340.0,-0.037,2.7233e+00
1.057,35,9.50, 5346.0,-0.063,1.2576e+00
1.057,35,10.50, 3845.0,-0.050,4.5078e-01
1.057,35,11.50, 6468.0,-0.038,1.5701e+00
1.057,35,12.50, 3299.0,0.007,1.1435e+00
1.057,35,13.50, 1524.0,0.222,3.1049e+00
1.057,35,14.50, 1547.0,0.153,5.6133e+00
1.057,35,15.50, 1174.0,0.011,-1.0160e+00
1.066,0,5.50, 15085.0,-0.004,1.7730e+00
1.066,0,6.50, 11935.0,0.008,1.0597e+00
1.066,0,7.50, 10050.0,0.027,4.0832e-01
1.066,0,8.50, 9208.0,-0.013,3.0256e+00
1.066,0,9.50, 4722.0,-0.055,1.9640e+00
1.066,0,10.50, 4388.0,-0.044,1.1437e+00
1.066,0,11.50, 6209.0,-0.021,1.3130e+00
1.066,0,12.50, 3052.0,0.012,7.2982e-01
1.066,0,13.50, 1591.0,0.229,8.6988e-01
1.066,0,14.50, 1586.0,0.233,4.7212e+00
1.066,0,15.50, 1425.0,-0.040,-6.5234e-01
1.066,1,5.50, 14821.0,0.006,2.0455e+00
1.066,1,6.50, 12237.0,0.020,6.4690e-01
1.066,1,7.50, 8320.0,0.028,7.5313e-01
1.066,1,8.50, 6763.0,-0.002,3.2741e+00
1.066,1,9.50, 4631.0,-0.035,1.8729e+00
1.066,1,10.50, 5370.0,-0.021,1.2152e+00
1.066,1,11.50, 5313.0,-0.006,1.7953e+00
1.066,1,12.50, 2713.0,0.049,1.3026e-01
1.066,1,13.50, 1725.0,0.327,4.5933e-01
1.066,1,14.50, 1707.0,0.322,2.7383e+00
1.066,1,15.50, 1757.0,-0.080,-1.8203e-01
1.066,2,5.50, 13586.0,0.020,1.8491e+00
1.066,2,6.50, 13126.0,0.030,-4.8216e-01
1.066,2,7.50, 6704.0,0.046,1.0462e+00
1.066,2,8.50, 5923.0,0.030,2.8055e+00
1.066,2,9.50, 4604.0,-0.004,2.4104e+00
1.066,2,10.50, 5696.0,0.023,1.6264e+00
1.066,2,11.50, 5590.0,0.047,1.3693e+00
1.066,2,12.50, 2679.0,0.101,-5.6051e-01
1.066,2,13.50, 1791.0,0.264,-1.1581e+00
1.066,2,14.50, 1669.0,0.301,1.5591e-01
1.066,2,15.50, 2021.0,-0.108,7.1249e-01
1.066,3,5.50, 13150.0,0.034,1.2057e+00
1.066,3,6.50, 12129.0,0.033,-9.8305e-01
1.066,3,7.50, 5966.0,0.055,7.3682e-01
1.066,3,8.50, 7387.0,0.054,2.7849e+00
1.066,3,9.50, 5094.0,0.020,2.6691e+00
1.066,3,10.50, 5041.0,0.060,1.2894e+00
1.066,3,11.50, 4932.0,0.089,1.0441e+00
1.066,3,12.50, 2623.0,0.116,-7.9832e-01
1.066,3,13.50, 2090.0,0.231,-2.0036e+00
1.066,3,14.50, 1902.0,0.230,-5.3367e-01
1.066,3,15.50, 2253.0,-0.143,1.4051e+00
1.066,4,5.50, 12579.0,0.040,2.3178e-02
1.066,4,6.50, 11485.0,0.029,-1.0760e+00
1.066,4,7.50, 8402.0,0.041,5.3092e-01
1.066,4,8.50, 9260.0,0.059,2.6200e+00
1.066,4,9.50, 4456.0,0.025,2.2928e+00
1.066,4,10.50, 6433.0,0.089,8.5864e-01
1.066,4,11.50, 4853.0,0.100,6.8872e-01
1.066,4,12.50, 2816.0,0.116,-1.1907e+00
1.066,4,13.50, 1954.0,0.154,-2.7084e+00
1.066,4,14.50, 2313.0,0.156,-6.4481e-01
1.066,4,15.50, 1935.0,-0.120,2.4577e+00
1.066,5,5.50, 11412.0,0.046,2.6078e-01
1.066,5,6.50, 11780.0,0.039,-2.9509e-01
1.066,5,7.50, 9638.0,0.051,7.0084e-01
1.066,5,8.50, 9266.0,0.076,1.6963e+00
1.066,5,9.50, 5121.0,0.067,1.1248e+00
1.066,5,10.50, 7196.0,0.097,2.1627e-01
1.066,5,11.50, 3604.0,0.100,-9.1748e-03
1.066,5,12.50, 2561.0,0.114,-1.7083e+00
1.066,5,13.50, 2288.0,0.139,-2.0198e+00
1.066,5,14.50, 2842.0,0.123,4.0471e-01
1.066,5,15.50, 1278.0,-0.175,4.2027e+00
1.066,6,5.50, 11619.0,0.048,-5.2014e-01
1.066,6,6.50, 12711.0,0.035,2.0464e-01
1.066,6,7.50, 9199.0,0.071,1.1599e+00
1.066,6,8.50, 6706.0,0.083,5.9761e-01
1.066,6,9.50, 4909.0,0.089,-4.4189e-02
1.066,6,10.50, 6570.0,0.110,-6.7847e-02
1.066,6,11.50, 3618.0,0.102,-3.8228e-01
1.066,6,12.50, 2761.0,0.086,-2.6069e+00
1.066,6,13.50, 2979.0,0.127,-6.7679e-01
1.066,6,14.50, 2651.0,0.129,8.8468e-01
1.066,6,15.50, 956.0,-0.216,4.4600e+00
1.066,7,5.50, 12607.0,0.053,-3.6129e-01
1.066,7,6.50, 11950.0,0.042,7.6322e-01
1.066,7,7.50, 9560.0,0.083,-1.9581e-01
1.066,7,8.50, 6665.0,0.094,4.9680e-01
1.066,7,9.50, 5501.0,0.091,-7.9618e-01
